AGE,AGE2,BLACK,EXP,EXP2,LWAGE,NEARC,SCHOOLING,SMSA,SOUTH,FATHEDUC,MOTHEDUC
28,784,0,10,100,6.526495,0,12,1,0,,10.0
27,729,0,9,81,7.01661,0,12,1,0,12.0,11.0
26,676,0,8,64,7.003066,0,12,1,0,12.0,11.0
24,576,0,6,36,5.655992,0,12,0,0,12.0,11.0
28,784,0,8,64,6.240276,0,14,1,0,12.0,12.0
26,676,0,7,49,6.476973,0,13,1,0,12.0,12.0
31,961,0,13,169,6.946014,0,12,1,0,12.0,9.0
26,676,0,8,64,6.55108,0,12,1,0,12.0,9.0
31,961,0,7,49,5.752573,1,18,1,0,12.0,12.0
33,1089,0,15,225,5.736572,1,12,0,0,7.0,8.0
27,729,0,10,100,5.81413,1,11,0,0,,
25,625,0,8,64,6.249975,1,11,0,0,,
28,784,0,6,36,6.563856,1,16,1,0,12.0,12.0
25,625,0,7,49,6.434546,1,12,0,0,8.0,12.0
28,784,0,9,81,5.697093,1,13,0,0,8.0,12.0
24,576,0,4,16,6.437752,1,14,1,0,10.0,12.0
29,841,0,7,49,6.645091,1,16,1,0,8.0,12.0
28,784,0,6,36,6.12905,1,16,1,0,8.0,8.0
31,961,0,13,169,6.309918,1,12,0,0,6.0,
29,841,0,9,81,6.152733,1,14,0,0,12.0,11.0
33,1089,0,15,225,5.981414,1,12,0,0,8.0,8.0
25,625,0,5,25,6.386879,1,14,0,0,12.0,12.0
28,784,0,6,36,6.946014,1,16,0,0,18.0,15.0
34,1156,0,16,256,5.991465,1,12,1,0,8.0,8.0
26,676,0,8,64,6.548219,1,12,0,0,11.0,12.0
26,676,0,4,16,6.569481,1,16,0,1,8.0,13.0
24,576,0,6,36,6.309918,1,12,0,0,8.0,11.0
27,729,0,7,49,5.808143,1,14,0,0,8.0,14.0
29,841,0,11,121,6.964136,1,12,1,0,12.0,12.0
30,900,0,13,169,6.380123,1,11,1,0,,
24,576,0,6,36,6.45047,1,12,1,0,,
26,676,0,10,100,6.214608,1,10,1,0,,
28,784,0,8,64,6.669498,1,14,1,0,12.0,12.0
31,961,0,7,49,6.723833,1,18,1,0,13.0,12.0
26,676,0,8,64,6.289716,1,12,1,0,6.0,12.0
28,784,0,4,16,6.357842,1,18,1,0,8.0,12.0
30,900,0,10,100,6.694562,1,14,1,0,12.0,12.0
30,900,0,10,100,6.582025,1,14,1,0,14.0,16.0
26,676,0,8,64,6.39693,1,12,1,1,12.0,12.0
28,784,0,12,144,6.113682,1,10,1,1,8.0,6.0
27,729,0,14,196,5.703783,1,7,1,1,4.0,8.0
26,676,1,8,64,5.97381,1,12,1,1,,10.0
26,676,1,8,64,5.298317,1,12,1,1,,7.0
33,1089,0,18,324,6.620073,1,9,0,1,,7.0
26,676,0,4,16,6.511745,1,16,0,1,12.0,12.0
30,900,0,10,100,6.896694,1,14,1,1,12.0,14.0
27,729,0,4,16,6.779922,1,17,1,1,12.0,14.0
26,676,0,7,49,6.807935,1,13,0,1,12.0,12.0
34,1156,1,14,196,5.521461,1,14,1,1,,10.0
28,784,0,12,144,6.253829,1,10,1,1,5.0,12.0
27,729,0,9,81,5.874931,1,12,1,1,5.0,12.0
24,576,0,6,36,5.627621,1,12,1,1,5.0,12.0
25,625,1,7,49,5.991465,1,12,1,1,11.0,11.0
28,784,1,12,144,5.609472,1,10,1,1,,8.0
31,961,0,14,196,6.214608,1,11,1,1,7.0,12.0
33,1089,0,16,256,6.401917,1,11,1,1,6.0,12.0
25,625,0,7,49,5.991465,1,12,1,1,9.0,11.0
28,784,1,10,100,6.163315,1,12,1,1,,10.0
33,1089,0,15,225,7.003066,1,12,1,1,,15.0
26,676,0,6,36,5.820083,1,14,1,1,12.0,12.0
27,729,0,10,100,6.287858,1,11,1,1,16.0,12.0
26,676,1,7,49,6.001415,1,13,1,1,,8.0
27,729,0,5,25,6.629363,1,16,1,1,17.0,16.0
33,1089,0,11,121,6.317165,1,16,1,1,18.0,16.0
29,841,0,7,49,6.357842,1,16,1,1,12.0,11.0
26,676,0,5,25,6.068426,1,15,1,1,12.0,10.0
29,841,0,12,144,6.309918,1,11,1,1,5.0,12.0
24,576,0,2,4,6.680855,1,16,1,1,16.0,12.0
27,729,0,7,49,6.109248,1,14,1,1,16.0,14.0
29,841,0,10,100,6.693324,1,13,1,1,10.0,11.0
24,576,0,5,25,6.39693,1,13,1,1,10.0,11.0
34,1156,0,15,225,6.838405,1,13,1,1,6.0,6.0
33,1089,0,16,256,6.175867,1,11,0,1,,10.0
29,841,0,11,121,6.434546,1,12,1,1,9.0,8.0
27,729,1,11,121,5.793014,1,10,1,1,4.0,11.0
26,676,0,4,16,6.39693,1,16,1,1,6.0,8.0
27,729,1,7,49,6.54103,1,14,1,1,5.0,8.0
33,1089,0,12,144,6.827629,1,15,1,1,12.0,12.0
28,784,0,10,100,6.580639,1,12,1,1,12.0,12.0
25,625,1,7,49,6.291569,1,12,1,1,12.0,9.0
27,729,1,8,64,6.12905,1,13,1,1,12.0,9.0
27,729,1,8,64,6.184149,1,13,1,1,11.0,11.0
25,625,1,7,49,5.857933,1,12,1,1,,11.0
25,625,0,3,9,5.298317,1,16,1,1,18.0,16.0
30,900,1,14,196,6.253829,1,10,1,1,3.0,
25,625,1,7,49,5.521461,1,12,1,1,6.0,12.0
28,784,1,11,121,6.222576,1,11,1,0,,
28,784,1,10,100,5.894403,1,12,1,1,9.0,8.0
33,1089,1,16,256,6.483108,1,11,1,1,,
32,1024,1,14,196,6.052089,1,12,1,1,5.0,
31,961,1,13,169,5.501258,1,12,1,1,,
25,625,1,8,64,5.521461,1,11,1,1,,8.0
32,1024,0,13,169,6.778785,1,13,1,0,0.0,
26,676,1,8,64,6.532334,1,12,1,1,6.0,6.0
32,1024,1,15,225,5.996452,1,11,1,1,,
31,961,1,13,169,6.059123,1,12,1,1,6.0,
24,576,0,5,25,5.783825,1,13,1,1,10.0,12.0
27,729,0,4,16,6.586172,1,17,1,1,16.0,12.0
25,625,0,7,49,6.659294,1,12,1,1,3.0,8.0
27,729,1,7,49,5.575949,1,14,1,1,,8.0
32,1024,1,14,196,6.109248,1,12,1,1,6.0,9.0
27,729,1,7,49,5.846439,1,14,1,1,8.0,8.0
24,576,1,5,25,5.857933,1,13,1,1,6.0,3.0
24,576,1,5,25,5.991465,1,13,1,1,10.0,13.0
32,1024,0,14,196,6.887553,1,12,1,1,2.0,6.0
29,841,1,11,121,5.953243,1,12,1,1,,5.0
28,784,1,5,25,5.840641,1,17,1,0,,11.0
25,625,1,3,9,6.33328,1,16,1,1,7.0,9.0
29,841,0,16,256,6.137727,1,7,1,1,12.0,12.0
28,784,1,10,100,6.336826,1,12,1,1,,
27,729,1,9,81,6.458338,1,12,1,1,5.0,9.0
30,900,1,14,196,6.135565,1,10,1,1,,5.0
27,729,1,8,64,6.507277,1,13,1,1,,
24,576,1,5,25,6.001415,1,13,1,1,,
25,625,1,2,4,5.921578,1,17,1,1,11.0,9.0
24,576,1,6,36,5.438079,1,12,1,1,,
32,1024,1,14,196,6.324359,1,12,1,1,,
29,841,1,15,225,5.703783,1,8,1,1,6.0,7.0
29,841,0,9,81,6.816736,1,14,1,1,,12.0
27,729,0,3,9,6.324359,1,18,1,1,12.0,8.0
33,1089,0,14,196,6.270988,1,13,1,1,,12.0
26,676,0,5,25,5.799093,1,15,1,1,5.0,7.0
26,676,0,11,121,5.926926,1,9,1,1,13.0,11.0
24,576,0,5,25,6.421622,1,13,1,1,13.0,11.0
27,729,0,7,49,6.580639,1,14,0,1,12.0,12.0
25,625,0,3,9,6.270988,1,16,1,0,12.0,12.0
34,1156,1,16,256,6.755769,1,12,1,1,6.0,12.0
27,729,1,7,49,6.475433,1,14,1,1,16.0,11.0
24,576,1,8,64,5.47227,1,10,1,1,16.0,11.0
34,1156,1,16,256,5.616771,1,12,1,1,8.0,6.0
26,676,1,6,36,5.783825,1,14,1,1,,13.0
29,841,1,9,81,5.877736,1,14,1,0,,16.0
30,900,1,12,144,5.953243,1,12,1,1,,10.0
24,576,0,4,16,5.899898,1,14,1,1,12.0,15.0
33,1089,0,19,361,6.684612,1,8,1,1,6.0,4.0
34,1156,0,16,256,6.177944,1,12,1,1,5.0,12.0
29,841,0,6,36,6.861712,1,17,1,1,12.0,8.0
26,676,0,3,9,6.135565,1,17,1,1,7.0,12.0
28,784,0,6,36,6.033086,1,16,0,1,2.0,8.0
25,625,0,9,81,5.669881,1,10,1,1,2.0,8.0
24,576,0,6,36,5.480639,1,12,1,1,12.0,12.0
31,961,1,13,169,6.72022,1,12,1,1,,
32,1024,0,14,196,5.888878,1,12,1,1,12.0,12.0
28,784,0,6,36,6.393591,1,16,0,1,11.0,12.0
25,625,0,6,36,6.620073,1,13,1,1,7.0,10.0
25,625,1,3,9,5.953243,1,16,1,1,12.0,11.0
28,784,1,6,36,6.429719,1,16,1,1,,10.0
34,1156,0,15,225,6.463029,1,13,1,1,14.0,12.0
26,676,1,4,16,6.148468,1,16,1,1,12.0,9.0
24,576,1,5,25,5.953243,1,13,1,1,12.0,9.0
25,625,1,7,49,6.135565,1,12,1,1,11.0,12.0
27,729,0,9,81,6.453625,1,12,1,1,14.0,10.0
26,676,0,8,64,5.991465,1,12,0,0,14.0,10.0
27,729,0,8,64,6.633318,1,13,1,1,12.0,10.0
27,729,0,8,64,6.327937,1,13,1,1,12.0,10.0
34,1156,0,16,256,6.907755,1,12,1,1,3.0,
28,784,0,11,121,6.052089,1,11,1,1,6.0,6.0
30,900,1,12,144,6.018593,1,12,1,1,,9.0
25,625,0,8,64,5.187386,1,11,1,1,,3.0
32,1024,0,8,64,5.926926,1,18,1,1,14.0,12.0
28,784,0,4,16,7.16858,1,18,1,1,16.0,12.0
30,900,1,9,81,6.165418,1,15,1,0,8.0,14.0
27,729,0,5,25,6.652863,1,16,1,1,8.0,8.0
27,729,0,9,81,6.570883,1,12,1,1,10.0,10.0
28,784,1,12,144,6.061457,1,10,1,1,,9.0
24,576,1,5,25,6.075346,1,13,1,1,10.0,11.0
26,676,0,7,49,6.774224,1,13,1,1,,7.0
33,1089,1,13,169,6.049734,1,14,1,1,,11.0
25,625,1,7,49,5.926926,1,12,1,1,,11.0
25,625,1,7,49,6.192362,1,12,1,1,,
24,576,1,3,9,6.135565,1,15,1,1,12.0,7.0
34,1156,1,16,256,5.828946,1,12,1,1,8.0,
30,900,0,12,144,6.364751,1,12,1,1,,12.0
27,729,0,9,81,6.244167,1,12,1,1,7.0,12.0
25,625,0,7,49,6.959399,1,12,1,1,7.0,12.0
30,900,1,12,144,6.163315,1,12,1,1,10.0,11.0
32,1024,0,8,64,7.314553,1,18,1,1,14.0,9.0
33,1089,0,12,144,6.869014,1,15,1,0,12.0,14.0
30,900,1,9,81,5.438079,1,15,1,1,14.0,18.0
29,841,1,5,25,6.620073,1,18,1,1,14.0,18.0
26,676,1,5,25,5.416101,1,15,1,1,12.0,12.0
26,676,1,7,49,5.802118,1,13,1,1,12.0,
26,676,1,9,81,5.983936,1,11,1,1,,
34,1156,0,18,324,6.620073,1,10,1,1,10.0,
25,625,0,7,49,6.109248,1,12,1,1,8.0,12.0
25,625,1,6,36,6.76273,1,13,1,1,9.0,7.0
24,576,0,10,100,6.282267,1,8,1,1,9.0,10.0
27,729,0,5,25,6.74052,1,16,1,0,12.0,8.0
26,676,0,4,16,6.632002,1,16,1,0,12.0,8.0
24,576,0,2,4,6.39693,1,16,1,1,12.0,8.0
34,1156,0,16,256,6.937314,1,12,1,1,8.0,
32,1024,0,12,144,6.775366,1,14,1,1,10.0,8.0
32,1024,0,14,196,6.342122,1,12,1,1,,
25,625,0,3,9,6.278522,1,16,1,1,14.0,14.0
25,625,0,7,49,6.175867,1,12,1,1,10.0,8.0
28,784,1,10,100,6.403574,1,12,1,1,,11.0
27,729,0,9,81,6.487684,1,12,1,1,12.0,12.0
31,961,0,13,169,6.437752,1,12,1,1,,12.0
29,841,1,11,121,5.634789,1,12,1,1,,10.0
28,784,0,12,144,6.214608,1,10,1,1,8.0,7.0
26,676,0,8,64,6.282267,1,12,1,1,8.0,7.0
26,676,0,10,100,6.706862,1,10,1,1,,
34,1156,0,18,324,6.436151,1,10,1,1,,
28,784,0,12,144,6.403574,1,10,1,1,,9.0
31,961,0,13,169,6.224558,1,12,1,0,12.0,12.0
30,900,0,12,144,6.620073,1,12,1,0,12.0,12.0
32,1024,0,14,196,6.580639,1,12,1,0,11.0,8.0
32,1024,0,8,64,6.51323,1,18,1,0,12.0,12.0
33,1089,0,11,121,6.816736,1,16,1,1,17.0,12.0
30,900,1,7,49,6.778785,1,17,1,1,18.0,18.0
26,676,1,8,64,6.056784,1,12,1,1,8.0,13.0
24,576,1,10,100,6.674562,1,8,1,1,12.0,12.0
29,841,1,9,81,5.78996,1,14,1,1,10.0,10.0
30,900,1,14,196,5.746203,1,10,1,1,,
34,1156,1,12,144,6.666957,1,16,1,0,14.0,12.0
31,961,0,7,49,5.820083,1,18,1,0,14.0,12.0
30,900,1,14,196,5.953243,1,10,1,1,,4.0
27,729,1,5,25,6.270988,1,16,1,1,8.0,8.0
33,1089,1,17,289,6.061457,1,10,0,1,,
27,729,0,9,81,6.891626,1,12,0,0,7.0,7.0
34,1156,0,16,256,6.705639,1,12,1,1,3.0,8.0
32,1024,1,12,144,6.613384,1,14,1,1,7.0,8.0
24,576,1,8,64,5.843544,1,10,1,1,4.0,0.0
34,1156,1,14,196,6.317165,1,14,1,1,,12.0
24,576,1,5,25,5.572154,1,13,1,1,6.0,12.0
32,1024,1,8,64,6.613384,1,18,1,1,16.0,16.0
29,841,1,6,36,6.511745,1,17,1,1,13.0,13.0
32,1024,1,9,81,6.580639,1,17,1,1,14.0,13.0
30,900,1,11,121,6.082219,1,13,1,1,,11.0
26,676,1,8,64,6.300786,0,12,1,1,,12.0
25,625,1,5,25,5.521461,0,14,1,1,,12.0
27,729,1,7,49,6.436151,0,14,1,1,,11.0
29,841,0,10,100,5.991465,0,13,1,1,8.0,10.0
29,841,0,7,49,6.357842,0,16,1,1,16.0,16.0
25,625,1,3,9,6.700731,0,16,1,1,18.0,18.0
34,1156,1,16,256,6.437752,0,12,1,1,12.0,11.0
26,676,1,6,36,6.184149,0,14,1,1,12.0,11.0
28,784,0,6,36,6.734591,0,16,1,1,10.0,12.0
27,729,0,5,25,6.76273,0,16,1,1,10.0,12.0
26,676,0,4,16,5.783825,0,16,1,1,14.0,12.0
26,676,1,6,36,6.167517,0,14,1,1,9.0,10.0
25,625,1,3,9,5.521461,0,16,1,1,9.0,10.0
24,576,0,6,36,6.214608,0,12,1,1,10.0,9.0
25,625,0,6,36,6.244167,0,13,1,1,8.0,10.0
28,784,0,4,16,5.545177,0,18,1,1,,5.0
24,576,0,5,25,6.576469,0,13,1,1,,5.0
30,900,0,6,36,6.679599,0,18,1,0,17.0,13.0
25,625,0,7,49,6.620073,0,12,1,1,10.0,12.0
24,576,1,6,36,6.037871,0,12,1,1,10.0,11.0
26,676,1,8,64,6.066108,0,12,1,1,,
25,625,1,7,49,6.052089,0,12,1,0,,
31,961,1,13,169,5.393628,0,12,1,1,10.0,11.0
29,841,1,10,100,6.529419,0,13,1,1,9.0,9.0
34,1156,0,13,169,6.214608,0,15,1,1,14.0,12.0
26,676,0,4,16,6.311735,0,16,1,1,10.0,12.0
25,625,0,8,64,6.55108,0,11,1,1,12.0,12.0
32,1024,0,14,196,6.561031,1,12,1,1,8.0,8.0
28,784,0,5,25,6.259582,1,17,1,1,18.0,14.0
24,576,0,6,36,6.070738,1,12,1,1,0.0,3.0
25,625,0,5,25,6.135565,1,14,1,1,5.0,4.0
24,576,0,6,36,5.983936,1,12,1,1,5.0,4.0
26,676,0,5,25,5.991465,1,15,1,1,9.0,5.0
28,784,0,4,16,6.77079,1,18,1,0,14.0,8.0
26,676,0,8,64,5.934894,1,12,1,1,7.0,10.0
27,729,0,9,81,5.897154,1,12,1,1,5.0,8.0
31,961,0,10,100,6.869014,1,15,1,1,12.0,10.0
30,900,0,9,81,6.685861,1,15,1,1,12.0,15.0
32,1024,0,21,441,5.991465,1,5,1,1,0.0,4.0
29,841,1,10,100,6.291569,1,13,1,1,,12.0
30,900,0,14,196,6.109248,1,10,1,1,9.0,9.0
27,729,1,6,36,6.082219,1,15,1,1,,16.0
26,676,1,8,64,5.886104,1,12,1,1,4.0,9.0
27,729,0,9,81,6.270988,1,12,1,1,12.0,12.0
26,676,1,8,64,6.580639,1,12,1,1,,
31,961,0,23,529,5.843544,1,2,1,1,,10.0
27,729,0,10,100,6.958448,1,11,1,0,,
28,784,0,6,36,6.58755,1,16,1,1,16.0,
33,1089,1,15,225,6.297109,1,12,1,0,,
33,1089,0,11,121,7.091742,1,16,1,0,8.0,6.0
24,576,0,2,4,5.991465,1,16,1,1,,12.0
32,1024,1,17,289,5.926926,1,9,1,1,,
30,900,1,13,169,5.638355,1,11,1,1,,
24,576,1,6,36,4.844187,1,12,1,1,,10.0
32,1024,1,14,196,7.239215,1,12,1,0,,7.0
30,900,0,12,144,6.475433,1,12,0,1,10.0,9.0
31,961,0,9,81,6.040255,1,16,1,1,11.0,8.0
27,729,0,5,25,6.120297,1,16,1,1,11.0,8.0
25,625,1,7,49,6.493754,1,12,1,1,9.0,6.0
24,576,0,6,36,5.940171,1,12,0,1,12.0,8.0
34,1156,1,18,324,5.752573,1,10,1,1,,
24,576,0,4,16,6.113682,1,14,1,1,,
28,784,0,10,100,6.437752,1,12,1,1,12.0,12.0
24,576,0,4,16,6.398595,1,14,1,1,8.0,
27,729,0,8,64,6.212606,1,13,1,1,7.0,12.0
31,961,0,17,289,6.54103,0,8,1,1,8.0,10.0
32,1024,0,8,64,6.282267,1,18,0,1,15.0,15.0
26,676,0,13,169,6.142037,1,7,1,0,1.0,8.0
24,576,0,6,36,5.991465,1,12,0,1,,9.0
27,729,0,3,9,5.908083,1,18,0,1,17.0,16.0
25,625,0,11,121,6.55108,1,8,0,1,4.0,5.0
31,961,0,9,81,6.869014,1,16,1,0,16.0,12.0
24,576,0,12,144,5.899898,1,6,0,1,,8.0
33,1089,0,18,324,6.163315,1,9,0,1,7.0,3.0
24,576,0,6,36,5.298317,1,12,0,1,7.0,3.0
24,576,1,9,81,6.39693,1,9,1,0,,
27,729,1,9,81,6.224558,1,12,1,0,8.0,
31,961,1,9,81,6.357842,1,16,1,1,12.0,12.0
24,576,1,6,36,6.124683,1,12,0,1,6.0,12.0
34,1156,0,16,256,6.620073,1,12,1,1,,
32,1024,0,15,225,6.357842,1,11,0,1,2.0,11.0
24,576,0,3,9,5.666427,1,15,1,1,17.0,16.0
25,625,1,7,49,5.411646,1,12,1,1,15.0,9.0
24,576,1,8,64,5.894403,1,10,1,1,15.0,9.0
26,676,1,10,100,5.433722,1,10,1,1,,8.0
26,676,1,11,121,5.455321,1,9,1,1,2.0,9.0
24,576,1,4,16,6.142037,1,14,1,1,,7.0
27,729,0,5,25,7.641564,1,16,1,1,,
31,961,1,10,100,6.056784,1,15,1,1,12.0,12.0
33,1089,0,15,225,6.519147,1,12,1,1,8.0,9.0
27,729,0,8,64,5.746203,1,13,0,1,18.0,16.0
28,784,0,4,16,6.398595,1,18,1,1,7.0,12.0
33,1089,0,17,289,6.214608,1,10,1,1,6.0,12.0
28,784,0,10,100,5.926926,1,12,1,1,6.0,12.0
34,1156,1,16,256,6.309918,1,12,1,1,2.0,6.0
28,784,1,5,25,6.553934,1,17,1,0,,12.0
33,1089,1,11,121,6.437752,1,16,1,1,,14.0
34,1156,1,14,196,6.047372,1,14,1,1,,6.0
28,784,1,11,121,5.872118,1,11,1,1,,8.0
26,676,0,8,64,6.251904,1,12,1,1,9.0,12.0
24,576,0,4,16,5.883322,1,14,1,1,9.0,12.0
27,729,1,10,100,5.855072,1,11,1,1,,7.0
31,961,1,13,169,5.680172,1,12,1,1,6.0,5.0
28,784,1,4,16,6.09357,1,18,1,1,,5.0
34,1156,1,22,484,5.598422,1,6,1,1,6.0,6.0
28,784,0,8,64,5.953243,1,14,1,1,16.0,13.0
27,729,0,9,81,6.082219,1,12,1,1,,12.0
30,900,0,13,169,6.033086,1,11,1,1,,
31,961,0,14,196,6.175867,1,11,1,1,6.0,
30,900,0,8,64,6.390241,1,16,1,1,16.0,12.0
28,784,1,10,100,6.39693,1,12,1,1,3.0,8.0
27,729,1,7,49,5.521461,1,14,1,1,,9.0
31,961,1,13,169,6.274762,1,12,1,1,6.0,10.0
26,676,1,8,64,6.381816,1,12,1,1,6.0,10.0
33,1089,1,15,225,6.22059,1,12,1,0,,
25,625,1,8,64,6.163315,1,11,1,0,,9.0
31,961,0,9,81,7.225482,1,16,1,1,12.0,12.0
24,576,0,1,1,5.783825,1,17,1,0,17.0,12.0
25,625,0,5,25,6.357842,1,14,1,1,6.0,12.0
25,625,0,7,49,6.553934,1,12,1,0,,11.0
25,625,0,3,9,6.095825,1,16,1,1,16.0,14.0
27,729,1,8,64,6.327937,1,13,1,1,12.0,12.0
32,1024,0,13,169,6.869014,1,13,1,1,8.0,8.0
26,676,0,8,64,5.736572,1,12,1,1,,7.0
33,1089,0,10,100,7.145985,1,17,1,1,16.0,16.0
28,784,0,6,36,6.214608,1,16,1,0,16.0,16.0
30,900,0,8,64,6.368187,1,16,1,0,16.0,16.0
25,625,0,2,4,4.718499,1,17,1,0,16.0,16.0
33,1089,0,13,169,6.511745,1,14,1,0,13.0,12.0
29,841,0,6,36,7.561642,1,17,1,1,14.0,12.0
24,576,1,4,16,5.991465,1,14,1,1,12.0,12.0
25,625,1,7,49,6.131227,1,12,1,1,12.0,12.0
30,900,1,12,144,5.501258,1,12,1,1,,12.0
27,729,1,5,25,5.752573,1,16,1,1,12.0,12.0
26,676,0,6,36,6.463029,1,14,1,1,8.0,10.0
25,625,0,7,49,6.620073,1,12,1,1,8.0,10.0
25,625,0,2,4,5.7301,1,17,1,0,18.0,18.0
29,841,0,6,36,5.857933,1,17,1,0,18.0,16.0
27,729,0,3,9,6.135565,1,18,1,0,18.0,16.0
34,1156,0,13,169,7.05099,1,15,1,0,12.0,12.0
34,1156,0,12,144,7.466228,1,16,1,1,12.0,12.0
33,1089,0,10,100,6.645091,1,17,1,0,15.0,12.0
29,841,0,8,64,6.593045,1,15,1,0,12.0,11.0
30,900,0,6,36,6.60123,1,18,0,1,13.0,17.0
25,625,0,3,9,6.214608,1,16,0,1,14.0,13.0
24,576,0,2,4,5.899898,1,16,0,1,12.0,12.0
24,576,0,5,25,5.808143,1,13,1,1,3.0,3.0
33,1089,0,15,225,6.580639,1,12,0,1,4.0,8.0
27,729,0,9,81,5.926926,1,12,0,1,3.0,3.0
26,676,0,8,64,5.521461,1,12,0,1,9.0,5.0
30,900,0,7,49,5.888878,1,17,0,1,4.0,8.0
32,1024,0,19,361,5.645447,0,7,0,1,,4.0
34,1156,0,16,256,6.028278,0,12,0,1,,18.0
27,729,0,5,25,6.257668,0,16,0,1,8.0,11.0
33,1089,0,15,225,6.559615,0,12,0,1,11.0,11.0
26,676,0,4,16,6.013715,0,16,0,1,10.0,11.0
24,576,0,6,36,6.030685,0,12,0,1,7.0,12.0
30,900,0,12,144,6.666957,0,12,1,0,,8.0
27,729,0,5,25,6.357842,0,16,0,1,12.0,16.0
24,576,0,2,4,6.169611,0,16,0,1,16.0,12.0
27,729,0,4,16,6.437752,0,17,1,1,13.0,16.0
24,576,0,1,1,6.224558,0,17,0,1,12.0,16.0
32,1024,0,14,196,5.659482,0,12,0,1,1.0,8.0
24,576,0,6,36,6.214608,0,12,1,1,6.0,8.0
27,729,0,13,169,6.214608,0,8,1,1,7.0,8.0
27,729,0,9,81,5.857933,0,12,0,1,7.0,12.0
24,576,0,5,25,6.135565,0,13,0,1,12.0,11.0
30,900,1,11,121,6.306275,0,13,0,1,6.0,1.0
28,784,1,10,100,5.541264,0,12,0,1,6.0,3.0
24,576,1,5,25,6.261492,0,13,1,1,4.0,1.0
33,1089,1,15,225,5.676754,0,12,0,1,5.0,9.0
28,784,0,8,64,5.926926,0,14,1,1,7.0,7.0
32,1024,0,8,64,6.270988,0,18,1,1,7.0,11.0
25,625,0,3,9,6.812345,0,16,0,1,10.0,12.0
28,784,0,13,169,5.866468,0,9,1,1,,7.0
28,784,0,8,64,7.051856,0,14,1,1,12.0,12.0
34,1156,0,20,400,5.521461,0,8,1,1,,
28,784,0,9,81,6.660575,0,13,1,1,12.0,12.0
31,961,0,12,144,6.030685,0,13,1,1,16.0,12.0
29,841,1,10,100,5.897154,1,13,0,1,7.0,11.0
27,729,1,8,64,5.926926,1,13,1,1,,11.0
24,576,1,3,9,5.926926,1,15,0,1,7.0,11.0
28,784,1,6,36,5.880533,1,16,0,1,,5.0
31,961,1,18,324,5.703783,1,7,0,1,,2.0
25,625,0,5,25,6.269096,1,14,0,1,16.0,16.0
34,1156,0,16,256,5.700444,1,12,0,1,,
32,1024,1,18,324,6.109248,1,8,0,1,0.0,8.0
25,625,1,5,25,6.291569,1,14,0,1,6.0,10.0
29,841,0,15,225,6.269096,1,8,0,1,1.0,6.0
30,900,0,12,144,6.645091,1,12,0,1,,12.0
26,676,1,8,64,5.288267,1,12,1,0,5.0,8.0
24,576,1,6,36,5.991465,1,12,1,0,2.0,3.0
28,784,1,10,100,6.624065,1,12,1,0,,6.0
24,576,1,6,36,6.098074,1,12,1,0,,
30,900,1,15,225,5.480639,1,9,0,1,3.0,5.0
25,625,1,16,256,5.117994,1,3,0,1,,5.0
24,576,0,6,36,6.098074,1,12,1,1,9.0,7.0
26,676,1,10,100,5.521461,1,10,0,1,3.0,4.0
26,676,0,8,64,6.163315,1,12,0,1,10.0,12.0
28,784,0,6,36,5.991465,1,16,0,1,16.0,16.0
24,576,0,0,0,5.986452,1,18,0,1,16.0,16.0
25,625,1,7,49,5.857933,1,12,1,0,3.0,5.0
33,1089,1,15,225,6.259582,1,12,0,1,,
31,961,1,15,225,5.598422,1,10,0,1,4.0,8.0
30,900,1,15,225,5.736572,1,9,0,1,,1.0
31,961,1,19,361,5.703783,1,6,0,1,,
28,784,1,10,100,5.783825,1,12,0,1,,
24,576,0,6,36,6.802395,1,12,1,1,18.0,12.0
26,676,0,7,49,6.620073,0,13,1,1,12.0,12.0
26,676,1,12,144,5.652489,0,8,1,1,,6.0
24,576,0,6,36,5.627621,0,12,1,1,12.0,12.0
29,841,1,10,100,6.214608,0,13,1,1,13.0,10.0
30,900,0,16,256,6.55108,0,8,1,1,5.0,8.0
26,676,0,11,121,5.703783,0,9,1,1,5.0,8.0
34,1156,0,20,400,5.971262,0,8,1,1,5.0,8.0
34,1156,0,16,256,6.23637,0,12,1,1,5.0,12.0
31,961,0,9,81,6.436151,0,16,1,1,8.0,11.0
27,729,1,9,81,5.497168,0,12,1,1,,
27,729,0,9,81,5.894403,0,12,1,1,7.0,
27,729,0,5,25,6.40688,0,16,1,1,,4.0
25,625,0,7,49,6.633318,0,12,1,1,,9.0
31,961,0,11,121,5.953243,0,14,1,1,12.0,12.0
32,1024,1,14,196,6.204558,0,12,1,1,8.0,8.0
27,729,0,5,25,6.719013,0,16,1,1,8.0,10.0
25,625,0,7,49,6.001415,0,12,1,1,,12.0
27,729,0,6,36,5.587249,0,15,0,1,10.0,12.0
34,1156,0,16,256,6.086775,0,12,0,1,5.0,8.0
28,784,0,8,64,5.926926,0,14,0,1,,12.0
24,576,0,8,64,5.70711,0,10,0,1,2.0,8.0
34,1156,0,16,256,6.489205,0,12,0,1,8.0,12.0
24,576,1,3,9,6.242223,0,15,1,0,7.0,10.0
26,676,1,8,64,5.703783,0,12,0,1,,7.0
26,676,1,8,64,5.438079,0,12,0,1,10.0,7.0
31,961,1,15,225,5.560682,0,10,0,1,,
24,576,1,6,36,5.720312,0,12,0,1,8.0,9.0
